품목코드,식품유형,성상,포장방법,기존유통기한,보존유통온도,보관방법,기준온도,품질안전한계기간_일,안전계수,소비기한참고값_일,단위,온도별_상세_json,source_pdf,source_page,추출일시
16-7-2-1,곡류가공품,고형,밀봉포장,30일,냉장(10℃ 이하),냉장,10℃,45,1.0,45,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 45, ""안전계수"": 1.0, ""소비기한참고값"": 45, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 52, ""안전계수"": 1.0, ""소비기한참고값"": 52, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 30, ""안전계수"": 1.0, ""소비기한참고값"": 30, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,442,2026-07-03 21:54:32
16-7-2-10,곡류가공품,분말,밀봉포장,365일,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,530,2026-07-03 21:54:32
16-7-2-11,곡류가공품,고상,밀봉포장,365일,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,538,2026-07-03 21:54:32
16-7-2-12,곡류가공품,고상,밀봉포장,12개월,상온(25℃),상온,25℃,456,0.81,369,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 456, ""안전계수"": 0.81, ""소비기한참고값"": 369, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,546,2026-07-03 21:54:32
16-7-2-13,곡류가공품,고상,밀봉포장,1년,상온(25℃),상온,25℃,730,16.0,591,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,553,2026-07-03 21:54:32
16-7-2-14,곡류가공품,고상,밀봉포장,1년,상온(25℃),상온,25℃,730,16.0,591,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,560,2026-07-03 21:54:32
16-7-2-15,곡류가공품,고상,밀봉포장,1년,상온(25℃),상온,25℃,730,16.0,591,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,567,2026-07-03 21:54:32
16-7-2-16,곡류가공품,고상,밀봉포장,1년,상온(25℃),상온,25℃,730,16.0,591,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,574,2026-07-03 21:54:32
16-7-2-17,곡류가공품,고상,밀봉포장,1년,상온(25℃),상온,25℃,730,16.0,591,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,581,2026-07-03 21:54:32
16-7-2-18,곡류가공품,고상,밀봉포장,1년,실온(35℃),실온,35℃,547,16.0,497,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 547, ""안전계수"": 0.91, ""소비기한참고값"": 497, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,588,2026-07-03 21:54:32
16-7-2-19,곡류가공품,고상,밀봉포장,12개월,실온(35℃),실온,35℃,730,16.0,693,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.95, ""소비기한참고값"": 693, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.95, ""소비기한참고값"": 693, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,595,2026-07-03 21:54:32
16-7-2-2,곡류가공품,고상,밀봉포장,6개월,실온(35℃),실온,35℃,366,0.91,333,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 366, ""안전계수"": 0.91, ""소비기한참고값"": 333, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 366, ""안전계수"": 0.91, ""소비기한참고값"": 333, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,450,2026-07-03 21:54:32
16-7-2-20,곡류가공품,고상,밀봉포장,1년,실온(35℃),실온,35℃,456,0.91,414,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 456, ""안전계수"": 0.91, ""소비기한참고값"": 414, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,603,2026-07-03 21:54:32
16-7-2-21,곡류가공품,분말,밀봉포장,365일,상온(25℃),상온,25℃,730,0.81,591,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,611,2026-07-03 21:54:32
16-7-2-22,곡류가공품,고상,밀봉포장/ 선도유지제,12개월,상온(25℃),상온,25℃,456,0.81,369,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 456, ""안전계수"": 0.81, ""소비기한참고값"": 369, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 456, ""안전계수"": 0.81, ""소비기한참고값"": 369, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,619,2026-07-03 21:54:32
16-7-2-23,곡류가공품,고상,밀봉포장,12개월,상온(25℃),상온,25℃,456,0.81,369,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 456, ""안전계수"": 0.81, ""소비기한참고값"": 369, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 456, ""안전계수"": 0.81, ""소비기한참고값"": 369, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,627,2026-07-03 21:54:32
16-7-2-24,곡류가공품,고상,밀봉포장,365일,실온(35℃),실온,35℃,730,16.0,693,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.95, ""소비기한참고값"": 693, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.95, ""소비기한참고값"": 693, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,634,2026-07-03 21:54:32
16-7-2-25,곡류가공품,분말,밀봉포장,365일,실온(35℃),실온,35℃,730,16.0,693,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.95, ""소비기한참고값"": 693, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.95, ""소비기한참고값"": 693, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,641,2026-07-03 21:54:32
16-7-2-3,곡류가공품,고상,밀봉포장,1년,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,458,2026-07-03 21:54:32
16-7-3-1,두류가공품,액상,밀봉포장,14일,냉장(10℃ 이하),냉장,10℃,28,0.77,21,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 28, ""안전계수"": 0.77, ""소비기한참고값"": 21, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 28, ""안전계수"": 0.77, ""소비기한참고값"": 21, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-3.pdf,13,2026-07-03 21:54:35
16-7-3-10,두류가공품,고상,밀봉포장,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",16. 농산가공식품류-3.pdf,96,2026-07-03 21:54:35
16-7-3-14,두류가공품,분말,밀봉포장,365일,실온(35℃),실온,35℃,730,16.0,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",16. 농산가공식품류-3.pdf,144,2026-07-03 21:54:35
16-7-3-15,두류가공품,액상,밀봉포장,5일,냉장(10℃ 이하),냉장,10℃,10,0.77,7,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-3.pdf,163,2026-07-03 21:54:35
16-7-3-16,두류가공품,분말,밀봉포장,12개월,실온(35℃),실온,35℃,730,16.0,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",16. 농산가공식품류-3.pdf,170,2026-07-03 21:54:35
16-7-3-17,두류가공품,분말,밀봉포장,12개월,실온(35℃),실온,35℃,730,16.0,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",16. 농산가공식품류-3.pdf,177,2026-07-03 21:54:35
16-7-3-18,두류가공품,고상,밀봉포장,365일,실온(35℃),실온,35℃,730,16.0,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",16. 농산가공식품류-3.pdf,184,2026-07-03 21:54:35
16-7-3-19,두류가공품,분말,밀봉포장,12개월,냉장(10℃ 이하),냉장,10℃,730,0.85,620,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 730, ""안전계수"": 0.85, ""소비기한참고값"": 620, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 730, ""안전계수"": 0.85, ""소비기한참고값"": 620, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 730, ""안전계수"": 0.85, ""소비기한참고값"": 620, ""단위"": ""일""}]",16. 농산가공식품류-3.pdf,193,2026-07-03 21:54:35
16-7-3-2,두류가공품,액상,밀봉포장,14일,냉장(10℃ 이하),냉장,10℃,28,0.77,21,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 28, ""안전계수"": 0.77, ""소비기한참고값"": 21, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 28, ""안전계수"": 0.77, ""소비기한참고값"": 21, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-3.pdf,24,2026-07-03 21:54:35
16-7-3-20,두류가공품,고상,밀봉포장,365일,실온(35℃),실온,35℃,638,0.91,580,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 638, ""안전계수"": 0.91, ""소비기한참고값"": 580, ""단위"": ""일""}]",16. 농산가공식품류-3.pdf,201,2026-07-03 21:54:35
16-7-3-3,두류가공품,액상,밀봉포장,14일,냉장(10℃ 이하),냉장,10℃,28,0.77,21,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 28, ""안전계수"": 0.77, ""소비기한참고값"": 21, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 28, ""안전계수"": 0.77, ""소비기한참고값"": 21, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-3.pdf,35,2026-07-03 21:54:35
16-7-3-4,두류가공품,고형,밀봉포장,30일,냉장(10℃ 이하),냉장,10℃,60,0.77,46,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 60, ""안전계수"": 0.77, ""소비기한참고값"": 46, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 60, ""안전계수"": 0.77, ""소비기한참고값"": 46, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-3.pdf,45,2026-07-03 21:54:35
16-7-3-5,두류가공품,고상,밀봉포장,10일,냉장(10℃ 이하),냉장,10℃,20,0.77,15,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 20, ""안전계수"": 0.77, ""소비기한참고값"": 15, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 20, ""안전계수"": 0.77, ""소비기한참고값"": 15, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-3.pdf,55,2026-07-03 21:54:35
16-7-3-6,두류가공품,고상,밀봉포장,90일,냉동(-18℃ 이하),냉동,-18℃,180,16.0,174,일,"[{""온도"": ""-18℃"", ""보관방법"": ""냉동"", ""품질안전한계기간"": 180, ""안전계수"": 0.97, ""소비기한참고값"": 174, ""단위"": ""일""}, {""온도"": ""-10℃"", ""보관방법"": ""냉동"", ""품질안전한계기간"": 180, ""안전계수"": 0.97, ""소비기한참고값"": 174, ""단위"": ""일""}]",16. 농산가공식품류-3.pdf,62,2026-07-03 21:54:35
16-7-3-7,두류가공품,점조액상,밀봉포장,20일,냉장(10℃ 이하),냉장,10℃,35,0.77,26,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 35, ""안전계수"": 0.77, ""소비기한참고값"": 26, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 40, ""안전계수"": 0.77, ""소비기한참고값"": 30, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 25, ""안전계수"": 0.77, ""소비기한참고값"": 19, ""단위"": ""일""}]",16. 농산가공식품류-3.pdf,72,2026-07-03 21:54:35
